"ID"	"Estado"	"Periodo"	"Año"	"Género"	 "Edad" 	 "IBC" 	"Ciudad"	"Origen_Afiliado"	"Origen_AFP"	"Nivel_de_Satisfacción"	"PQR"
49293	fugado	2018-3	2018	M	 33 	1450553	Medellín	Traslado de AFP	Porvenir	3	SI
49294	fugado	2018-4	2018	M	 30 	1314401	Medellín	Vinculación Inicial	Primer Trabajo	1	SI
49295	fugado	2018-5	2018	F	 29 	1571949	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
49296	fugado	2018-6	2018	F	 31 	5854201	Cali	Traslado de AFP	Skandia	4	No
49297	fugado	2018-7	2018	F	 26 	1632640	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
49298	fugado	2018-8	2018	F	 38 	1161715	Medellín	Traslado de AFP	Porvenir	2	SI
49299	fugado	2018-9	2018	F	 27 	1759741	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
49300	fugado	2018-10	2018	F	 40 	1319035	Bogotá	Traslado de AFP	Porvenir	1	No
49301	fugado	2018-11	2018	F	 32 	1471647	Cali	Traslado de AFP	Porvenir	4	SI
49302	fugado	2018-12	2018	M	 39 	1241743	Bogotá	Traslado de AFP	Porvenir	3	SI
49303	fugado	2018-1	2018	F	 33 	1588505	Bogotá	Traslado de AFP	Porvenir	1	SI
49304	fugado	2018-2	2018	F	 30 	1424109	Bogotá	Traslado de AFP	Porvenir	3	SI
49305	fugado	2018-3	2018	M	 40 	1184290	Bogotá	Traslado de AFP	Porvenir	3	SI
49306	fugado	2018-4	2018	F	 40 	1371503	Bogotá	Traslado de AFP	Porvenir	2	SI
49307	fugado	2018-5	2018	F	 32 	6051321	Cartagena	Traslado de AFP	Skandia	1	SI
49308	fugado	2018-6	2018	F	 35 	1827222	Bogotá	Traslado de AFP	Porvenir	2	SI
49309	fugado	2018-7	2018	M	 33 	1374525	Barranquilla	Traslado de AFP	Porvenir	4	SI
49310	fugado	2018-8	2018	M	 37 	1546304	Bogotá	Traslado de AFP	Porvenir	3	SI
49311	fugado	2018-9	2018	F	 39 	1129141	Bogotá	Traslado de AFP	Porvenir	1	SI
49312	fugado	2018-10	2018	F	 30 	1324765	Bucaramanga	Vinculación Inicial	Primer Trabajo	4	SI
49313	fugado	2018-11	2018	F	 28 	1458726	Cartagena	Vinculación Inicial	Primer Trabajo	4	No
49314	fugado	2018-12	2018	F	 30 	1420234	Bogotá	Traslado de AFP	Porvenir	2	SI
49315	fugado	2018-1	2018	F	 37 	1388120	Bogotá	Traslado de AFP	Porvenir	3	SI
49316	fugado	2018-2	2018	F	 30 	1434764	Barranquilla	Vinculación Inicial	Primer Trabajo	3	SI
49317	fugado	2018-3	2018	F	 36 	1457514	Bogotá	Traslado de AFP	Porvenir	1	SI
49318	fugado	2018-4	2018	M	 40 	3898431	Cali	Traslado de AFP	Protección	2	SI
49319	fugado	2018-5	2018	F	 40 	1158433	Bogotá	Traslado de AFP	Porvenir	3	SI
49320	fugado	2018-6	2018	F	 37 	1086519	Bogotá	Traslado de AFP	Porvenir	1	SI
49321	fugado	2018-7	2018	F	 30 	1402171	Cali	Traslado de AFP	Porvenir	4	SI
49322	fugado	2018-8	2018	F	 34 	1719964	Bogotá	Traslado de AFP	Porvenir	4	SI
49323	fugado	2018-9	2018	F	 40 	1434971	Bogotá	Traslado de AFP	Porvenir	4	SI
49324	fugado	2018-10	2018	F	 31 	1309631	Bucaramanga	Traslado de AFP	Porvenir	4	SI
49325	fugado	2018-11	2018	M	 30 	1617782	Bogotá	Traslado de AFP	Porvenir	2	SI
49326	fugado	2018-12	2018	M	 33 	1171147	Bogotá	Traslado de AFP	Porvenir	1	SI
49327	fugado	2018-1	2018	F	 30 	1226339	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
49328	fugado	2018-2	2018	F	 38 	1892536	Bogotá	Traslado de AFP	Porvenir	1	SI
49329	fugado	2018-3	2018	M	 40 	4141297	Bogotá	Traslado de AFP	Protección	4	SI
49330	fugado	2018-4	2018	M	 40 	4803110	Barranquilla	Traslado de AFP	Skandia	4	SI
49331	fugado	2018-5	2018	F	 30 	1834929	Barranquilla	Traslado de AFP	Porvenir	4	SI
49332	fugado	2018-6	2018	F	 40 	1383825	Bogotá	Traslado de AFP	Porvenir	1	SI
49333	fugado	2018-7	2018	F	 40 	5333169	Bogotá	Traslado de AFP	Skandia	3	SI
49334	fugado	2018-8	2018	F	 30 	1389362	Bucaramanga	Traslado de AFP	Porvenir	4	SI
49335	fugado	2018-9	2018	F	 30 	1470758	Bogotá	Traslado de AFP	Porvenir	2	SI
49336	fugado	2018-10	2018	F	 26 	1706879	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
49337	fugado	2018-11	2018	F	 35 	1721760	Bogotá	Traslado de AFP	Porvenir	3	SI
49338	fugado	2018-12	2018	F	 34 	1239119	Bogotá	Traslado de AFP	Porvenir	4	SI
49339	fugado	2018-1	2018	F	 30 	1136007	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
49340	fugado	2018-2	2018	F	 31 	5557389	Bogotá	Traslado de AFP	Skandia	3	SI
49341	fugado	2018-3	2018	F	 33 	1102840	Bogotá	Traslado de AFP	Porvenir	1	SI
49342	fugado	2018-4	2018	F	 40 	1464570	Cali	Traslado de AFP	Porvenir	3	SI
49343	fugado	2018-5	2018	M	 38 	1655695	Cali	Traslado de AFP	Porvenir	3	SI
49344	fugado	2018-6	2018	F	 30 	1660653	Barranquilla	Traslado de AFP	Porvenir	3	SI
49345	fugado	2018-7	2018	M	 30 	1539280	Bogotá	Traslado de AFP	Porvenir	1	SI
49346	fugado	2018-8	2018	F	 37 	1162657	Bogotá	Traslado de AFP	Porvenir	1	SI
49347	fugado	2018-9	2018	F	 37 	4348856	Bogotá	Traslado de AFP	Protección	4	SI
49348	fugado	2018-10	2018	F	 31 	1689295	Medellín	Traslado de AFP	Porvenir	3	SI
49349	fugado	2018-11	2018	M	 34 	1524559	Bucaramanga	Traslado de AFP	Porvenir	1	SI
49350	fugado	2018-12	2018	M	 35 	1435436	Bogotá	Traslado de AFP	Porvenir	1	SI
49351	fugado	2018-1	2018	F	 40 	1558745	Cali	Traslado de AFP	Porvenir	4	SI
49352	fugado	2018-2	2018	F	 36 	1497301	Cartagena	Traslado de AFP	Porvenir	1	SI
49353	fugado	2018-3	2018	F	 36 	7011075	Cali	Traslado de AFP	Skandia	2	SI
49354	fugado	2018-4	2018	F	 26 	1700482	Bucaramanga	Vinculación Inicial	Primer Trabajo	3	SI
49355	fugado	2018-5	2018	F	 38 	1434909	Medellín	Traslado de AFP	Porvenir	4	SI
49356	fugado	2018-6	2018	F	 31 	1499528	Cali	Traslado de AFP	Porvenir	4	SI
49357	fugado	2018-7	2018	M	 35 	1421279	Bogotá	Traslado de AFP	Porvenir	2	SI
49358	fugado	2018-8	2018	M	 34 	1758020	Bogotá	Traslado de AFP	Porvenir	3	SI
49359	fugado	2018-9	2018	F	 30 	1572656	Bogotá	Traslado de AFP	Porvenir	4	SI
49360	fugado	2018-10	2018	F	 26 	1706676	Bogotá	Vinculación Inicial	Primer Trabajo	2	SI
49361	fugado	2018-11	2018	F	 30 	1324924	Bogotá	Traslado de AFP	Porvenir	3	SI
49362	fugado	2018-12	2018	F	 40 	1358587	Bogotá	Traslado de AFP	Porvenir	3	SI
49363	fugado	2018-1	2018	F	 30 	1612256	Bogotá	Traslado de AFP	Porvenir	4	SI
49364	fugado	2018-2	2018	F	 39 	1778930	Bogotá	Traslado de AFP	Porvenir	3	SI
49365	fugado	2018-3	2018	F	 26 	1183074	Cali	Vinculación Inicial	Primer Trabajo	1	SI
49366	fugado	2018-4	2018	F	 36 	1700693	Bogotá	Traslado de AFP	Porvenir	1	SI
49367	fugado	2018-5	2018	F	 33 	1266237	Bogotá	Traslado de AFP	Porvenir	4	No
49368	fugado	2018-6	2018	M	 30 	1833592	Bogotá	Traslado de AFP	Porvenir	2	SI
49369	fugado	2018-7	2018	F	 40 	1746247	Bogotá	Traslado de AFP	Porvenir	4	SI
49370	fugado	2018-8	2018	F	 33 	3530761	Cali	Traslado de AFP	Protección	2	SI
49371	fugado	2018-9	2018	F	 40 	1460299	Cali	Traslado de AFP	Porvenir	3	SI
49372	fugado	2018-10	2018	F	 33 	1576613	Bogotá	Traslado de AFP	Porvenir	3	SI
49373	fugado	2018-11	2018	F	 25 	1590139	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
49374	fugado	2018-12	2018	M	 40 	1439544	Bogotá	Traslado de AFP	Porvenir	4	SI
49375	fugado	2018-1	2018	F	 31 	1474198	Medellín	Traslado de AFP	Porvenir	2	SI
49376	fugado	2018-2	2018	F	 33 	3456601	Bucaramanga	Traslado de AFP	Protección	4	SI
49377	fugado	2018-3	2018	F	 28 	1348955	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
49378	fugado	2018-4	2018	M	 35 	3696123	Bogotá	Traslado de AFP	Protección	1	SI
49379	fugado	2018-5	2018	F	 34 	1574652	Bogotá	Traslado de AFP	Porvenir	1	SI
49380	fugado	2018-6	2018	F	 30 	1351683	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
49381	fugado	2018-7	2018	F	 37 	1341220	Bogotá	Traslado de AFP	Porvenir	2	SI
49382	fugado	2018-8	2018	F	 32 	1664187	Medellín	Traslado de AFP	Porvenir	4	SI
49383	fugado	2018-9	2018	F	 40 	1409060	Bogotá	Traslado de AFP	Porvenir	1	SI
49384	fugado	2018-10	2018	M	 34 	4491952	Bogotá	Traslado de AFP	Skandia	3	No
49385	fugado	2018-11	2018	F	 27 	1855449	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
49386	fugado	2018-12	2018	M	 30 	1684613	Cali	Traslado de AFP	Porvenir	2	SI
49387	fugado	2018-1	2018	F	 40 	1736957	Bogotá	Traslado de AFP	Porvenir	1	SI
49388	fugado	2018-2	2018	F	 32 	1525735	Medellín	Traslado de AFP	Porvenir	2	SI
49389	fugado	2018-3	2018	M	 40 	1564231	Bogotá	Traslado de AFP	Porvenir	3	SI
49390	fugado	2018-4	2018	F	 37 	5254265	Bogotá	Traslado de AFP	Skandia	4	SI
49391	fugado	2018-5	2018	F	 33 	1519224	Medellín	Traslado de AFP	Porvenir	3	No
49392	fugado	2018-6	2018	F	 32 	1596723	Bogotá	Traslado de AFP	Porvenir	2	No
49393	fugado	2018-7	2018	F	 40 	5968263	Bogotá	Traslado de AFP	Skandia	1	No
49394	fugado	2018-8	2018	F	 30 	1453871	Bogotá	Traslado de AFP	Porvenir	3	SI
49395	fugado	2018-9	2018	F	 38 	1628020	Medellín	Traslado de AFP	Porvenir	4	SI
49396	fugado	2018-10	2018	M	 40 	1357961	Barranquilla	Traslado de AFP	Porvenir	1	SI
49397	fugado	2018-11	2018	F	 40 	1526140	Medellín	Traslado de AFP	Porvenir	2	SI
49398	fugado	2018-12	2018	F	 35 	1585767	Bogotá	Traslado de AFP	Porvenir	3	No
49399	fugado	2018-1	2018	F	 37 	3766609	Bogotá	Traslado de AFP	Protección	3	SI
49400	fugado	2018-2	2018	M	 40 	1597351	Bogotá	Traslado de AFP	Porvenir	4	SI
49401	fugado	2018-3	2018	F	 30 	1825054	Cali	Traslado de AFP	Porvenir	3	SI
49402	fugado	2018-4	2018	F	 31 	1682129	Bogotá	Traslado de AFP	Porvenir	2	No
49403	fugado	2018-5	2018	F	 40 	2048029	Bogotá	Traslado de AFP	Porvenir	3	SI
49404	fugado	2018-6	2018	F	 36 	1818926	Bogotá	Traslado de AFP	Porvenir	1	SI
49405	fugado	2018-7	2018	M	 32 	3645781	Bogotá	Traslado de AFP	Protección	4	SI
49406	fugado	2018-8	2018	F	 30 	1787540	Bogotá	Traslado de AFP	Porvenir	4	SI
49407	fugado	2018-9	2018	F	 35 	5063565	Bogotá	Traslado de AFP	Skandia	1	SI
49408	fugado	2018-10	2018	F	 40 	1671267	Bogotá	Traslado de AFP	Porvenir	1	SI
49409	fugado	2018-11	2018	F	 33 	1189843	Medellín	Traslado de AFP	Porvenir	1	SI
49410	fugado	2018-12	2018	F	 29 	1548359	Cali	Vinculación Inicial	Primer Trabajo	3	No
49411	fugado	2018-1	2018	M	 25 	1373650	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
49412	fugado	2018-2	2018	F	 32 	1652677	Medellín	Traslado de AFP	Porvenir	1	SI
49413	fugado	2018-3	2018	M	 38 	1325619	Bogotá	Traslado de AFP	Porvenir	1	SI
49414	fugado	2018-4	2018	F	 35 	1578320	Bogotá	Traslado de AFP	Porvenir	2	SI
49415	fugado	2018-5	2018	F	 39 	3618007	Bucaramanga	Traslado de AFP	Protección	2	SI
49416	fugado	2018-6	2018	F	 38 	1519481	Bogotá	Traslado de AFP	Porvenir	3	SI
49417	fugado	2018-7	2018	M	 39 	1181720	Bogotá	Traslado de AFP	Porvenir	2	No
49418	fugado	2018-8	2018	F	 33 	1538145	Bogotá	Traslado de AFP	Porvenir	1	SI
49419	fugado	2018-9	2018	F	 33 	1263674	Bogotá	Traslado de AFP	Porvenir	2	SI
49420	fugado	2018-10	2018	M	 40 	1529805	Cartagena	Traslado de AFP	Porvenir	1	SI
49421	fugado	2018-11	2018	F	 25 	1637454	Cali	Vinculación Inicial	Primer Trabajo	3	No
49422	fugado	2018-12	2018	F	 31 	1643115	Bogotá	Traslado de AFP	Porvenir	4	SI
49423	fugado	2018-1	2018	F	 30 	1636518	Bogotá	Traslado de AFP	Porvenir	3	SI
49424	fugado	2018-2	2018	M	 30 	2758975	Bogotá	Traslado de AFP	Protección	1	SI
49425	fugado	2018-3	2018	F	 36 	1864605	Bucaramanga	Traslado de AFP	Porvenir	4	SI
49426	fugado	2018-4	2018	F	 40 	1825018	Bogotá	Traslado de AFP	Porvenir	4	SI
49427	fugado	2018-5	2018	F	 30 	1627829	Bucaramanga	Traslado de AFP	Porvenir	3	SI
49428	fugado	2018-6	2018	F	 25 	1386928	Medellín	Vinculación Inicial	Primer Trabajo	3	SI
49429	fugado	2018-7	2018	F	 37 	6125143	Bogotá	Traslado de AFP	Skandia	3	SI
49430	fugado	2018-8	2018	F	 36 	1357372	Bogotá	Traslado de AFP	Porvenir	2	SI
49431	fugado	2018-9	2018	M	 40 	1133175	Bogotá	Traslado de AFP	Porvenir	1	SI
49432	fugado	2018-10	2018	M	 34 	1234944	Medellín	Traslado de AFP	Porvenir	3	SI
49433	fugado	2018-11	2018	F	 26 	1646577	Bogotá	Vinculación Inicial	Primer Trabajo	2	No
49434	fugado	2018-12	2018	F	 30 	4000816	Bogotá	Traslado de AFP	Protección	4	SI
49435	fugado	2018-1	2018	F	 32 	1605534	Cali	Traslado de AFP	Porvenir	3	SI
49436	fugado	2018-2	2018	F	 35 	1485407	Cartagena	Traslado de AFP	Porvenir	4	SI
49437	fugado	2018-3	2018	M	 25 	1400408	Bogotá	Vinculación Inicial	Primer Trabajo	2	SI
49438	fugado	2018-4	2018	F	 31 	1116161	Bogotá	Traslado de AFP	Porvenir	1	No
49439	fugado	2018-5	2018	F	 35 	1660091	Bogotá	Traslado de AFP	Porvenir	3	SI
49440	fugado	2018-6	2018	M	 30 	1503533	Bogotá	Traslado de AFP	Porvenir	2	SI
49441	fugado	2018-7	2018	F	 32 	1798385	Cali	Traslado de AFP	Porvenir	2	No
49442	fugado	2018-8	2018	M	 25 	1596393	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
49443	fugado	2018-9	2018	M	 38 	7531922	Bogotá	Traslado de AFP	Skandia	2	SI
49444	fugado	2018-10	2018	F	 36 	1326051	Bogotá	Traslado de AFP	Porvenir	1	SI
49445	fugado	2018-11	2018	F	 36 	1527698	Bogotá	Traslado de AFP	Porvenir	2	SI
49446	fugado	2018-12	2018	F	 35 	1248395	Bogotá	Traslado de AFP	Porvenir	4	SI
49447	fugado	2018-1	2018	F	 29 	1396252	Bogotá	Vinculación Inicial	Primer Trabajo	2	SI
49448	fugado	2018-2	2018	F	 38 	3886537	Bogotá	Traslado de AFP	Protección	2	SI
49449	fugado	2018-3	2018	F	 34 	1676613	Barranquilla	Traslado de AFP	Porvenir	4	SI
49450	fugado	2018-4	2018	M	 32 	1481473	Bogotá	Traslado de AFP	Porvenir	4	SI
49451	fugado	2018-5	2018	F	 38 	1461443	Bogotá	Traslado de AFP	Porvenir	3	SI
49452	fugado	2018-6	2018	F	 39 	1401408	Bogotá	Traslado de AFP	Porvenir	2	SI
49453	fugado	2018-7	2018	F	 40 	6414629	Bogotá	Traslado de AFP	Skandia	1	SI
49454	fugado	2018-8	2018	F	 25 	1510683	Bogotá	Vinculación Inicial	Primer Trabajo	2	SI
49455	fugado	2018-9	2018	F	 30 	1569573	Cali	Traslado de AFP	Porvenir	4	SI
49456	fugado	2018-10	2018	F	 28 	1631891	Cali	Vinculación Inicial	Primer Trabajo	1	SI
49457	fugado	2018-11	2018	M	 34 	6981374	Bogotá	Traslado de AFP	Skandia	1	SI
49458	fugado	2018-12	2018	F	 35 	1551638	Bogotá	Traslado de AFP	Porvenir	4	SI
49459	fugado	2018-1	2018	F	 38 	1560958	Bogotá	Traslado de AFP	Porvenir	1	SI
49460	fugado	2018-2	2018	F	 29 	1464960	Bogotá	Vinculación Inicial	Primer Trabajo	3	No
49461	fugado	2018-3	2018	M	 40 	1678313	Cali	Traslado de AFP	Porvenir	4	SI
49462	fugado	2018-4	2018	F	 32 	1477407	Bogotá	Traslado de AFP	Porvenir	4	SI
49463	fugado	2018-5	2018	F	 36 	1277603	Bogotá	Traslado de AFP	Porvenir	3	SI
49464	fugado	2018-6	2018	F	 38 	1402306	Bogotá	Traslado de AFP	Porvenir	2	SI
49465	fugado	2018-7	2018	M	 25 	1463843	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
49466	fugado	2018-8	2018	F	 39 	1604337	Bucaramanga	Traslado de AFP	Porvenir	2	SI
49467	fugado	2018-9	2018	M	 32 	1155751	Medellín	Traslado de AFP	Porvenir	2	SI
49468	fugado	2018-10	2018	F	 34 	1427726	Cali	Traslado de AFP	Porvenir	4	No
49469	fugado	2018-11	2018	F	 34 	1340526	Bogotá	Traslado de AFP	Porvenir	1	SI
49470	fugado	2018-12	2018	F	 36 	1722847	Bogotá	Traslado de AFP	Porvenir	3	SI
49471	fugado	2018-1	2018	F	 30 	6807742	Bogotá	Traslado de AFP	Skandia	3	SI
49472	fugado	2018-2	2018	F	 31 	1582904	Bogotá	Traslado de AFP	Porvenir	4	SI
49473	fugado	2018-3	2018	F	 30 	1372243	Bogotá	Traslado de AFP	Porvenir	1	SI
49474	fugado	2018-4	2018	F	 25 	1849126	Bogotá	Vinculación Inicial	Primer Trabajo	2	SI
49475	fugado	2018-5	2018	F	 34 	1601253	Bogotá	Traslado de AFP	Porvenir	2	SI
49476	fugado	2018-6	2018	F	 39 	1600938	Cali	Traslado de AFP	Porvenir	4	SI
49477	fugado	2018-7	2018	F	 25 	1765952	Medellín	Vinculación Inicial	Primer Trabajo	2	SI
49478	fugado	2018-8	2018	F	 37 	1628280	Bogotá	Traslado de AFP	Porvenir	4	SI
49479	fugado	2018-9	2018	F	 29 	1548127	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
49480	fugado	2018-10	2018	F	 33 	1260384	Medellín	Traslado de AFP	Porvenir	2	SI
49481	fugado	2018-11	2018	F	 36 	6251442	Bogotá	Traslado de AFP	Skandia	1	SI
49482	fugado	2018-12	2018	M	 30 	3303948	Bogotá	Traslado de AFP	Protección	1	SI
49483	fugado	2018-1	2018	M	 34 	1511214	Bogotá	Traslado de AFP	Porvenir	1	SI
49484	fugado	2018-2	2018	F	 32 	1308356	Barranquilla	Traslado de AFP	Porvenir	1	SI
49485	fugado	2018-3	2018	M	 25 	1708335	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
49486	fugado	2018-4	2018	M	 38 	1276719	Bogotá	Traslado de AFP	Porvenir	2	SI
49487	fugado	2018-5	2018	F	 30 	1726062	Cali	Traslado de AFP	Porvenir	1	SI
49488	fugado	2018-6	2018	F	 34 	1208824	Bucaramanga	Traslado de AFP	Porvenir	1	SI
49489	fugado	2018-7	2018	F	 28 	1510875	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
49490	fugado	2018-8	2018	F	 38 	1291513	Bogotá	Traslado de AFP	Porvenir	1	No
49491	fugado	2018-9	2018	F	 30 	1417885	Bogotá	Traslado de AFP	Porvenir	3	SI
49492	fugado	2018-10	2018	F	 30 	1401163	Bogotá	Vinculación Inicial	Primer Trabajo	2	SI
49493	fugado	2018-11	2018	M	 37 	1296020	Bogotá	Traslado de AFP	Porvenir	2	No
49494	fugado	2018-12	2018	F	 34 	1197477	Bogotá	Traslado de AFP	Porvenir	2	SI
49495	fugado	2018-1	2018	F	 26 	1473500	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
49496	fugado	2018-2	2018	F	 30 	1326553	Barranquilla	Traslado de AFP	Porvenir	2	SI
49497	fugado	2018-3	2018	F	 35 	1678242	Bogotá	Traslado de AFP	Porvenir	2	SI
49498	fugado	2018-4	2018	F	 34 	1518887	Cali	Traslado de AFP	Porvenir	1	SI
49499	fugado	2018-5	2018	F	 28 	1479193	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
49500	fugado	2018-6	2018	F	 29 	1922416	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
49501	fugado	2018-7	2018	F	 33 	984595	Bogotá	Traslado de AFP	Porvenir	3	SI
49502	fugado	2018-8	2018	F	 31 	6015904	Medellín	Traslado de AFP	Skandia	4	SI
49503	fugado	2018-9	2018	M	 30 	1801389	Medellín	Traslado de AFP	Porvenir	2	SI
49504	fugado	2018-10	2018	F	 25 	1248642	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
49505	fugado	2018-11	2018	F	 30 	1132197	Barranquilla	Traslado de AFP	Porvenir	3	SI
49506	fugado	2018-12	2018	F	 33 	1645725	Bogotá	Traslado de AFP	Porvenir	4	SI
49507	fugado	2018-1	2018	M	 36 	1818940	Bogotá	Traslado de AFP	Porvenir	1	SI
49508	fugado	2018-2	2018	F	 33 	1373843	Bogotá	Traslado de AFP	Porvenir	4	No
49509	fugado	2018-3	2018	M	 31 	1567602	Bogotá	Traslado de AFP	Porvenir	3	SI
49510	fugado	2018-4	2018	F	 37 	1642677	Bogotá	Traslado de AFP	Porvenir	2	SI
49511	fugado	2018-5	2018	F	 31 	1521119	Bogotá	Traslado de AFP	Porvenir	3	SI
49512	fugado	2018-6	2018	F	 37 	4110720	Bogotá	Traslado de AFP	Protección	2	SI
49513	fugado	2018-7	2018	F	 30 	4166539	Bogotá	Traslado de AFP	Protección	4	SI
49514	fugado	2018-8	2018	F	 30 	1124932	Bogotá	Vinculación Inicial	Primer Trabajo	1	SI
49515	fugado	2018-9	2018	M	 30 	1744941	Barranquilla	Traslado de AFP	Porvenir	3	SI
49516	fugado	2018-10	2018	F	 37 	1186202	Bogotá	Traslado de AFP	Porvenir	2	SI
49517	fugado	2018-11	2018	F	 25 	1272921	Bucaramanga	Vinculación Inicial	Primer Trabajo	3	SI
49518	fugado	2018-12	2018	M	 36 	1358757	Bogotá	Traslado de AFP	Porvenir	4	SI
49519	fugado	2018-1	2018	F	 35 	1074814	Bogotá	Traslado de AFP	Porvenir	4	SI
49520	fugado	2018-2	2018	F	 35 	1520369	Bogotá	Traslado de AFP	Porvenir	2	SI
49521	fugado	2018-3	2018	F	 34 	4351992	Bogotá	Traslado de AFP	Protección	2	SI
49522	fugado	2018-4	2018	F	 36 	1480093	Bogotá	Traslado de AFP	Porvenir	4	SI
49523	fugado	2018-5	2018	M	 37 	5526395	Bogotá	Traslado de AFP	Skandia	1	SI
49524	fugado	2018-6	2018	F	 38 	1544493	Barranquilla	Traslado de AFP	Porvenir	3	No
49525	fugado	2018-7	2018	F	 31 	1660129	Bogotá	Traslado de AFP	Porvenir	4	SI
49526	fugado	2018-8	2018	F	 30 	5712455	Bogotá	Traslado de AFP	Skandia	4	SI
49527	fugado	2018-9	2018	F	 35 	1392687	Bogotá	Traslado de AFP	Porvenir	4	SI
49528	fugado	2018-10	2018	F	 38 	1530019	Barranquilla	Traslado de AFP	Porvenir	4	SI
49529	fugado	2018-11	2018	F	 40 	3517132	Bogotá	Traslado de AFP	Protección	4	SI
49530	fugado	2018-12	2018	M	 38 	1134765	Bogotá	Traslado de AFP	Porvenir	1	SI
49531	fugado	2018-1	2018	F	 30 	3932143	Bogotá	Traslado de AFP	Protección	3	SI
49532	fugado	2018-2	2018	F	 40 	1541009	Bogotá	Traslado de AFP	Porvenir	1	SI
49533	fugado	2018-3	2018	F	 28 	1532511	Cali	Vinculación Inicial	Primer Trabajo	2	SI
49534	fugado	2018-4	2018	F	 33 	1636378	Cali	Traslado de AFP	Porvenir	1	No
49535	fugado	2018-5	2018	M	 30 	1476053	Barranquilla	Traslado de AFP	Porvenir	3	SI
49536	fugado	2018-6	2018	M	 36 	5709475	Bogotá	Traslado de AFP	Skandia	2	SI
49537	fugado	2018-7	2018	F	 40 	1576152	Bogotá	Traslado de AFP	Porvenir	4	SI
49538	fugado	2018-8	2018	F	 40 	3168897	Bogotá	Traslado de AFP	Protección	4	SI
49539	fugado	2018-9	2018	F	 27 	1413538	Barranquilla	Vinculación Inicial	Primer Trabajo	3	SI
49540	fugado	2018-10	2018	F	 30 	1715877	Bogotá	Traslado de AFP	Porvenir	3	SI
49541	fugado	2018-11	2018	F	 34 	1107952	Barranquilla	Traslado de AFP	Porvenir	4	SI
49542	fugado	2018-12	2018	F	 33 	1319742	Bogotá	Traslado de AFP	Porvenir	1	SI
49543	fugado	2018-1	2018	M	 35 	1711257	Bogotá	Traslado de AFP	Porvenir	4	No
49544	fugado	2018-2	2018	F	 33 	1233743	Bogotá	Traslado de AFP	Porvenir	3	SI
49545	fugado	2018-3	2018	F	 40 	4934381	Bogotá	Traslado de AFP	Skandia	1	SI
49546	fugado	2018-4	2018	F	 30 	1650292	Bogotá	Vinculación Inicial	Primer Trabajo	2	SI
49547	fugado	2018-5	2018	F	 40 	1394897	Barranquilla	Traslado de AFP	Porvenir	2	SI
49548	fugado	2018-6	2018	F	 40 	1655084	Bogotá	Traslado de AFP	Porvenir	4	SI
49549	fugado	2018-7	2018	F	 40 	1813620	Bogotá	Traslado de AFP	Porvenir	2	SI
49550	fugado	2018-8	2018	F	 39 	1719321	Bogotá	Traslado de AFP	Porvenir	3	SI
49551	fugado	2018-9	2018	F	 25 	1581366	Cartagena	Vinculación Inicial	Primer Trabajo	2	SI
49552	fugado	2018-10	2018	F	 32 	3142598	Medellín	Traslado de AFP	Protección	1	SI
49553	fugado	2018-11	2018	F	 35 	1734454	Bogotá	Traslado de AFP	Porvenir	3	SI
49554	fugado	2018-12	2018	F	 30 	1343100	Bogotá	Traslado de AFP	Porvenir	3	SI
49555	fugado	2018-1	2018	F	 34 	3874269	Medellín	Traslado de AFP	Skandia	2	SI
49556	fugado	2018-2	2018	F	 31 	1482780	Bogotá	Traslado de AFP	Porvenir	2	SI
49557	fugado	2018-3	2018	F	 31 	1268314	Cartagena	Traslado de AFP	Porvenir	3	SI
49558	fugado	2018-4	2018	F	 32 	1319572	Bogotá	Traslado de AFP	Porvenir	4	SI
49559	fugado	2018-5	2018	F	 26 	1778579	Bogotá	Vinculación Inicial	Primer Trabajo	3	SI
49560	fugado	2018-6	2018	F	 29 	1257019	Bogotá	Vinculación Inicial	Primer Trabajo	4	SI
49561	fugado	2018-7	2018	F	 36 	3807418	Bogotá	Traslado de AFP	Protección	4	SI
49562	fugado	2018-8	2018	M	 40 	3667165	Bogotá	Traslado de AFP	Protección	4	SI
49563	fugado	2018-9	2018	M	 33 	1253320	Bogotá	Traslado de AFP	Porvenir	4	SI
