"ID"	"Estado"	"Periodo"	"año"	"Género"	"Edad"	 "IBC" 	"Ciudad"	"Origen_Afiliado"	"Origen_AFP"	"Nivel_de_Satisfacción"	"PQR"
723	Activo	2018-6	2018	M	 54 	2502958	Bogotá	Traslado de AFP	Protección	10	No
724	Activo	2018-7	2018	M	 56 	3528888	Bucaramenga	Traslado de AFP	Protección	10	No
725	Activo	2018-8	2018	F	 61 	2159000	Cali	Vinculación Inicial	Primer Trabajo	7	No
726	Activo	2018-9	2018	F	 37 	2809040	Bogotá	Traslado de AFP	Porvenir	7	No
727	Activo	2018-10	2018	F	 36 	1693583	Cali	Vinculación Inicial	Primer Trabajo	7	No
728	Activo	2018-11	2018	F	 18 	1931684	Bogotá	Traslado de AFP	Skandia	10	No
729	Activo	2018-12	2018	F	 42 	6088179	Bogotá	Traslado de AFP	Protección	8	No
730	Activo	2018-1	2018	F	 40 	3812518	Bogotá	Traslado de AFP	Porvenir	10	No
731	Activo	2018-2	2018	M	 39 	1444556	Bogotá	Traslado de AFP	Protección	6	No
732	Activo	2018-3	2018	M	 21 	2279269	Bucaramenga	Traslado de AFP	Porvenir	3	No
733	Activo	2018-4	2018	F	 18 	3006489	Bogotá	Traslado de AFP	Protección	7	No
734	Activo	2018-5	2018	M	 52 	3485547	Cartagena	Traslado de AFP	Protección	8	No
735	Activo	2018-6	2018	M	 36 	4667994	Barranquilla	Traslado de AFP	Porvenir	10	No
736	Activo	2018-7	2018	F	 63 	2874705	Bogotá	Traslado de AFP	Porvenir	9	No
737	Activo	2018-8	2018	F	 66 	2269427	Medellín	Vinculación Inicial	Primer Trabajo	4	No
738	Activo	2018-9	2018	M	 50 	1300101	Barranquilla	Traslado de AFP	Porvenir	5	No
739	Activo	2018-10	2018	F	 29 	4992403	Bucaramenga	Traslado de AFP	Porvenir	8	No
740	Activo	2018-11	2018	M	 32 	980921	Barranquilla	Vinculación Inicial	Primer Trabajo	10	No
741	Activo	2018-12	2018	M	 37 	2767994	Medellín	Traslado de AFP	Protección	10	No
742	Activo	2018-1	2018	F	 18 	1843961	Bogotá	Traslado de AFP	Porvenir	8	No
743	Activo	2018-2	2018	F	 46 	4227451	Bogotá	Traslado de AFP	Porvenir	9	No
744	Activo	2018-3	2018	M	 40 	3928983	Barranquilla	Traslado de AFP	Porvenir	10	No
745	Activo	2018-4	2018	F	 18 	5235141	Medellín	Traslado de AFP	Porvenir	7	No
746	Activo	2018-5	2018	M	 25 	1444556	Bogotá	Traslado de AFP	Porvenir	9	No
747	Activo	2018-6	2018	M	 51 	3389535	Bogotá	Traslado de AFP	Porvenir	10	No
748	Activo	2018-7	2018	F	 58 	2564682	Cartagena	Traslado de AFP	Porvenir	6	No
749	Activo	2018-8	2018	F	 49 	3678386	Cartagena	Traslado de AFP	Protección	10	No
750	Activo	2018-9	2018	M	 18 	3208338	Cartagena	Traslado de AFP	Porvenir	10	No
751	Activo	2018-10	2018	M	 66 	1788082	Bogotá	Vinculación Inicial	Primer Trabajo	9	No
752	Activo	2018-11	2018	F	 18 	2982770	Bogotá	Traslado de AFP	Porvenir	10	No
753	Activo	2018-12	2018	F	 57 	3548203	Bogotá	Traslado de AFP	Skandia	8	No
754	Activo	2018-1	2018	M	 18 	2116749	Bogotá	Vinculación Inicial	Primer Trabajo	6	No
755	Activo	2018-2	2018	M	 56 	3102941	Bogotá	Traslado de AFP	Porvenir	6	No
756	Activo	2018-3	2018	M	 25 	2357215	Bogotá	Traslado de AFP	Porvenir	5	No
757	Activo	2018-4	2018	M	 22 	3202544	Bogotá	Traslado de AFP	Protección	8	Si
758	Activo	2018-5	2018	F	 52 	3554630	Medellín	Traslado de AFP	Protección	8	No
759	Activo	2018-6	2018	M	 49 	3698262	Bogotá	Traslado de AFP	Skandia	10	No
760	Activo	2018-7	2018	M	 29 	2698720	Bogotá	Traslado de AFP	Skandia	10	No
761	Activo	2018-8	2018	F	 26 	2195755	Bogotá	Traslado de AFP	Porvenir	10	No
762	Activo	2018-9	2018	F	 30 	1372329	Medellín	Traslado de AFP	Porvenir	10	No
763	Activo	2018-10	2018	M	 26 	963038	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
764	Activo	2018-11	2018	M	 48 	3355494	Cali	Traslado de AFP	Porvenir	8	No
765	Activo	2018-12	2018	M	 63 	4181784	Barranquilla	Traslado de AFP	Protección	10	No
766	Activo	2018-1	2018	F	 62 	4843830	Bogotá	Traslado de AFP	Porvenir	10	No
767	Activo	2018-2	2018	M	 24 	1444556	Bogotá	Traslado de AFP	Protección	4	No
768	Activo	2018-3	2018	M	 48 	4014318	Bogotá	Traslado de AFP	Protección	4	No
769	Activo	2018-4	2018	M	 66 	2748246	Cartagena	Traslado de AFP	Porvenir	8	No
770	Activo	2018-5	2018	M	 18 	2572605	Bogotá	Traslado de AFP	Protección	10	No
771	Activo	2018-6	2018	M	 28 	2414862	Cali	Traslado de AFP	Porvenir	3	No
772	Activo	2018-7	2018	F	 45 	1860936	Bogotá	Traslado de AFP	Porvenir	10	No
773	Activo	2018-8	2018	F	 21 	3104617	Bogotá	Traslado de AFP	Porvenir	9	No
774	Activo	2018-9	2018	M	 50 	1444556	Bogotá	Traslado de AFP	Protección	10	No
775	Activo	2018-10	2018	M	 23 	4582083	Bogotá	Traslado de AFP	Protección	9	Si
776	Activo	2018-11	2018	M	 23 	2655661	Bogotá	Traslado de AFP	Porvenir	10	No
777	Activo	2018-12	2018	F	 18 	1372329	Medellín	Traslado de AFP	Porvenir	10	No
778	Activo	2018-1	2018	F	 66 	4219379	Bogotá	Traslado de AFP	Porvenir	10	No
779	Activo	2018-2	2018	F	 52 	2735857	Bogotá	Traslado de AFP	Skandia	10	No
780	Activo	2018-3	2018	M	 66 	2738439	Bogotá	Vinculación Inicial	Primer Trabajo	7	No
781	Activo	2018-4	2018	M	 45 	3421698	Bogotá	Traslado de AFP	Porvenir	5	Si
782	Activo	2018-5	2018	F	 31 	3464550	Bogotá	Traslado de AFP	Protección	10	No
783	Activo	2018-6	2018	F	 52 	3068701	Bogotá	Vinculación Inicial	Primer Trabajo	2	No
784	Activo	2018-7	2018	M	 41 	2555465	Cartagena	Traslado de AFP	Porvenir	10	No
785	Activo	2018-8	2018	F	 46 	3071597	Bogotá	Traslado de AFP	Porvenir	7	Si
786	Activo	2018-9	2018	M	 21 	5851791	Bogotá	Traslado de AFP	Porvenir	3	No
787	Activo	2018-10	2018	M	 39 	3493761	Bogotá	Traslado de AFP	Porvenir	10	No
788	Activo	2018-11	2018	M	 48 	1914681	Cartagena	Traslado de AFP	Porvenir	5	No
789	Activo	2018-12	2018	M	 34 	3205388	Bogotá	Traslado de AFP	Protección	8	No
790	Activo	2018-1	2018	M	 50 	1922242	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
791	Activo	2018-2	2018	F	 18 	4511385	Bogotá	Traslado de AFP	Skandia	10	No
792	Activo	2018-3	2018	F	 25 	1444556	Bogotá	Traslado de AFP	Porvenir	10	Si
793	Activo	2018-4	2018	F	 18 	2718017	Cartagena	Traslado de AFP	Porvenir	10	No
794	Activo	2018-5	2018	F	 62 	3368114	Bogotá	Traslado de AFP	Porvenir	10	Si
795	Activo	2018-6	2018	F	 31 	1300101	Barranquilla	Traslado de AFP	Porvenir	8	No
796	Activo	2018-7	2018	F	 45 	1717542	Barranquilla	Vinculación Inicial	Primer Trabajo	8	No
797	Activo	2018-8	2018	M	 28 	2880404	Bogotá	Traslado de AFP	Porvenir	3	Si
798	Activo	2018-9	2018	F	 62 	3318223	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
799	Activo	2018-10	2018	M	 66 	4146706	Bogotá	Traslado de AFP	Porvenir	9	No
800	Activo	2018-11	2018	M	 25 	1300101	Barranquilla	Traslado de AFP	Skandia	6	No
801	Activo	2018-12	2018	M	 18 	4776574	Bogotá	Traslado de AFP	Porvenir	5	No
802	Activo	2018-1	2018	M	 18 	1444556	Bogotá	Traslado de AFP	Porvenir	10	No
803	Activo	2018-2	2018	F	 44 	3881193	Cali	Traslado de AFP	Porvenir	10	No
804	Activo	2018-3	2018	M	 66 	1999377	Medellín	Vinculación Inicial	Primer Trabajo	10	No
805	Activo	2018-4	2018	M	 56 	4008807	Cali	Traslado de AFP	Protección	4	Si
806	Activo	2018-5	2018	M	 20 	1648677	Bogotá	Traslado de AFP	Protección	9	No
807	Activo	2018-6	2018	M	 66 	1444556	Bogotá	Traslado de AFP	Porvenir	6	No
808	Activo	2018-7	2018	M	 28 	3514190	Bogotá	Traslado de AFP	Skandia	10	No
809	Activo	2018-8	2018	M	 59 	2649973	Bogotá	Traslado de AFP	Protección	5	Si
810	Activo	2018-9	2018	M	 18 	1180521	Medellín	Vinculación Inicial	Primer Trabajo	10	No
811	Activo	2018-10	2018	F	 18 	5813451	Bogotá	Traslado de AFP	Protección	6	Si
812	Activo	2018-11	2018	F	 66 	3509398	Bogotá	Traslado de AFP	Skandia	9	No
813	Activo	2018-12	2018	M	 18 	2985609	Bogotá	Traslado de AFP	Porvenir	3	No
814	Activo	2018-1	2018	M	 33 	1239696	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
815	Activo	2018-2	2018	M	 32 	3532397	Bogotá	Traslado de AFP	Porvenir	10	No
816	Activo	2018-3	2018	F	 41 	2424115	Bucaramenga	Traslado de AFP	Porvenir	10	No
817	Activo	2018-4	2018	F	 24 	1654644	Bogotá	Traslado de AFP	Porvenir	3	No
818	Activo	2018-5	2018	M	 47 	1037270	Cali	Vinculación Inicial	Primer Trabajo	3	No
819	Activo	2018-6	2018	M	 64 	2134038	Bogotá	Vinculación Inicial	Primer Trabajo	4	Si
820	Activo	2018-7	2018	F	 18 	1756198	Bogotá	Traslado de AFP	Porvenir	10	No
821	Activo	2018-8	2018	M	 55 	1444556	Bogotá	Traslado de AFP	Skandia	7	No
822	Activo	2018-9	2018	M	 26 	2381855	Cartagena	Traslado de AFP	Porvenir	10	No
823	Activo	2018-10	2018	M	 33 	1300101	Barranquilla	Traslado de AFP	Porvenir	5	No
824	Activo	2018-11	2018	M	 29 	1445534	Cali	Traslado de AFP	Protección	7	No
825	Activo	2018-12	2018	F	 42 	963038	Bogotá	Vinculación Inicial	Primer Trabajo	8	No
826	Activo	2018-1	2018	M	 40 	2121697	Bucaramenga	Traslado de AFP	Porvenir	7	No
827	Activo	2018-2	2018	M	 57 	3742456	Bogotá	Traslado de AFP	Porvenir	4	No
828	Activo	2018-3	2018	F	 48 	1928342	Medellín	Traslado de AFP	Porvenir	5	No
829	Activo	2018-4	2018	F	 36 	1765970	Cali	Traslado de AFP	Skandia	4	No
830	Activo	2018-5	2018	F	 19 	2975877	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
831	Activo	2018-6	2018	F	 42 	1830633	Cartagena	Vinculación Inicial	Primer Trabajo	8	No
832	Activo	2018-7	2018	M	 43 	3683376	Medellín	Traslado de AFP	Porvenir	10	No
833	Activo	2018-8	2018	F	 50 	3299310	Bogotá	Traslado de AFP	Porvenir	6	No
834	Activo	2018-9	2018	F	 20 	3735448	Bogotá	Traslado de AFP	Protección	10	No
835	Activo	2018-10	2018	M	 36 	1328992	Cali	Traslado de AFP	Porvenir	3	Si
836	Activo	2018-11	2018	M	 39 	2632628	Medellín	Traslado de AFP	Porvenir	1	No
837	Activo	2018-12	2018	M	 40 	1271210	Cartagena	Traslado de AFP	Protección	6	No
838	Activo	2018-1	2018	M	 33 	3531989	Bogotá	Traslado de AFP	Porvenir	3	No
839	Activo	2018-2	2018	M	 18 	1746431	Medellín	Traslado de AFP	Porvenir	10	No
840	Activo	2018-3	2018	F	 40 	1980248	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
841	Activo	2018-4	2018	M	 48 	2440027	Bogotá	Traslado de AFP	Protección	8	No
842	Activo	2018-5	2018	M	 36 	2412969	Bogotá	Traslado de AFP	Protección	10	No
843	Activo	2018-6	2018	M	 45 	1183062	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
844	Activo	2018-7	2018	F	 66 	3187621	Bogotá	Vinculación Inicial	Primer Trabajo	5	No
845	Activo	2018-8	2018	F	 39 	4542847	Bogotá	Traslado de AFP	Skandia	10	No
846	Activo	2018-9	2018	M	 38 	933822	Cartagena	Vinculación Inicial	Primer Trabajo	10	No
847	Activo	2018-10	2018	F	 26 	3299273	Bogotá	Traslado de AFP	Porvenir	4	No
848	Activo	2018-11	2018	F	 49 	1271210	Cartagena	Traslado de AFP	Skandia	7	No
849	Activo	2018-12	2018	F	 18 	4808051	Cartagena	Traslado de AFP	Protección	10	No
850	Activo	2018-1	2018	F	 50 	1444556	Bogotá	Traslado de AFP	Porvenir	8	No
851	Activo	2018-2	2018	F	 39 	1098041	Bogotá	Vinculación Inicial	Primer Trabajo	7	Si
852	Activo	2018-3	2018	M	 45 	1444556	Bogotá	Traslado de AFP	Skandia	10	No
853	Activo	2018-4	2018	M	 18 	1134182	Cartagena	Vinculación Inicial	Primer Trabajo	7	No
854	Activo	2018-5	2018	M	 53 	2924294	Medellín	Vinculación Inicial	Primer Trabajo	7	No
855	Activo	2018-6	2018	F	 18 	1271210	Cartagena	Traslado de AFP	Protección	4	No
856	Activo	2018-7	2018	F	 29 	2760928	Bogotá	Traslado de AFP	Protección	10	No
857	Activo	2018-8	2018	M	 33 	914886	Medellín	Vinculación Inicial	Primer Trabajo	10	No
858	Activo	2018-9	2018	M	 58 	3592032	Bogotá	Traslado de AFP	Porvenir	10	No
859	Activo	2018-10	2018	M	 18 	3174830	Medellín	Traslado de AFP	Porvenir	5	No
860	Activo	2018-11	2018	M	 66 	1631804	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
861	Activo	2018-12	2018	F	 50 	2257334	Bogotá	Traslado de AFP	Protección	9	Si
862	Activo	2018-1	2018	F	 66 	3659001	Bogotá	Traslado de AFP	Porvenir	10	Si
863	Activo	2018-2	2018	F	 54 	3818317	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
864	Activo	2018-3	2018	F	 31 	2123755	Bogotá	Vinculación Inicial	Primer Trabajo	8	No
865	Activo	2018-4	2018	M	 66 	3469110	Bucaramenga	Traslado de AFP	Porvenir	3	Si
866	Activo	2018-5	2018	F	 23 	1444556	Bogotá	Traslado de AFP	Porvenir	10	No
867	Activo	2018-6	2018	M	 56 	1372329	Medellín	Traslado de AFP	Protección	10	Si
868	Activo	2018-7	2018	M	 58 	3888391	Bogotá	Traslado de AFP	Porvenir	8	No
869	Activo	2018-8	2018	M	 34 	847473	Cartagena	Vinculación Inicial	Primer Trabajo	4	No
870	Activo	2018-9	2018	M	 66 	963038	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
871	Activo	2018-10	2018	F	 66 	6532864	Bogotá	Traslado de AFP	Skandia	4	No
872	Activo	2018-11	2018	F	 33 	2881122	Barranquilla	Traslado de AFP	Porvenir	8	No
873	Activo	2018-12	2018	M	 48 	2957079	Bogotá	Traslado de AFP	Protección	6	No
874	Activo	2018-1	2018	M	 50 	1328992	Cali	Traslado de AFP	Protección	10	No
875	Activo	2018-2	2018	F	 46 	2661605	Bogotá	Traslado de AFP	Protección	10	No
876	Activo	2018-3	2018	F	 40 	2219721	Cartagena	Traslado de AFP	Porvenir	8	No
877	Activo	2018-4	2018	F	 31 	4363000	Bogotá	Traslado de AFP	Skandia	10	No
878	Activo	2018-5	2018	F	 28 	1933540	Bogotá	Traslado de AFP	Porvenir	10	No
879	Activo	2018-6	2018	M	 35 	885995	Cali	Vinculación Inicial	Primer Trabajo	5	No
880	Activo	2018-7	2018	M	 23 	2108759	Barranquilla	Vinculación Inicial	Primer Trabajo	10	No
881	Activo	2018-8	2018	F	 33 	1284264	Cartagena	Vinculación Inicial	Primer Trabajo	10	No
882	Activo	2018-9	2018	F	 36 	4242044	Bogotá	Traslado de AFP	Porvenir	8	No
883	Activo	2018-10	2018	M	 52 	2751946	Cali	Traslado de AFP	Porvenir	10	No
884	Activo	2018-11	2018	M	 55 	5160606	Bogotá	Traslado de AFP	Porvenir	10	No
885	Activo	2018-12	2018	M	 53 	3847634	Medellín	Traslado de AFP	Porvenir	10	No
886	Activo	2018-1	2018	M	 57 	963038	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
887	Activo	2018-2	2018	F	 18 	1444556	Bogotá	Traslado de AFP	Protección	9	No
888	Activo	2018-3	2018	F	 57 	1444556	Bogotá	Traslado de AFP	Porvenir	7	No
889	Activo	2018-4	2018	M	 44 	2432058	Cartagena	Traslado de AFP	Porvenir	4	No
890	Activo	2018-5	2018	M	 46 	1264210	Cali	Vinculación Inicial	Primer Trabajo	10	Si
891	Activo	2018-6	2018	F	 52 	2127827	Medellín	Vinculación Inicial	Primer Trabajo	10	No
892	Activo	2018-7	2018	M	 48 	1303955	Cartagena	Traslado de AFP	Porvenir	10	No
893	Activo	2018-8	2018	F	 52 	1800829	Medellín	Traslado de AFP	Porvenir	10	No
894	Activo	2018-9	2018	F	 27 	2518326	Bogotá	Traslado de AFP	Skandia	10	No
895	Activo	2018-10	2018	M	 26 	4437788	Cartagena	Traslado de AFP	Protección	10	No
896	Activo	2018-11	2018	M	 18 	2435501	Cartagena	Traslado de AFP	Porvenir	8	No
897	Activo	2018-12	2018	M	 32 	2056830	Bogotá	Traslado de AFP	Protección	10	No
898	Activo	2018-1	2018	F	 66 	2573980	Bogotá	Traslado de AFP	Protección	7	No
899	Activo	2018-2	2018	F	 23 	3444713	Bogotá	Traslado de AFP	Porvenir	9	No
900	Activo	2018-3	2018	M	 35 	1732619	Cartagena	Vinculación Inicial	Primer Trabajo	7	No
901	Activo	2018-4	2018	F	 44 	1328992	Cali	Traslado de AFP	Porvenir	7	No
902	Activo	2018-5	2018	F	 30 	3328031	Bogotá	Traslado de AFP	Porvenir	10	Si
903	Activo	2018-6	2018	M	 36 	2282324	Cali	Traslado de AFP	Protección	4	No
904	Activo	2018-7	2018	M	 18 	2532843	Medellín	Traslado de AFP	Porvenir	7	No
905	Activo	2018-8	2018	M	 48 	1300101	Barranquilla	Traslado de AFP	Protección	10	No
906	Activo	2018-9	2018	F	 54 	1879985	Bogotá	Traslado de AFP	Porvenir	8	No
907	Activo	2018-10	2018	M	 32 	1708008	Bogotá	Vinculación Inicial	Primer Trabajo	8	No
908	Activo	2018-11	2018	F	 39 	3977346	Medellín	Traslado de AFP	Porvenir	10	No
909	Activo	2018-12	2018	F	 45 	2086790	Bogotá	Traslado de AFP	Skandia	9	No
910	Activo	2018-1	2018	F	 59 	2732537	Bogotá	Traslado de AFP	Protección	10	No
911	Activo	2018-2	2018	M	 43 	2775000	Bogotá	Traslado de AFP	Porvenir	5	No
912	Activo	2018-3	2018	F	 20 	1150733	Bogotá	Vinculación Inicial	Primer Trabajo	9	No
913	Activo	2018-4	2018	M	 18 	1590047	Barranquilla	Vinculación Inicial	Primer Trabajo	10	No
914	Activo	2018-5	2018	M	 55 	2013615	Bogotá	Traslado de AFP	Protección	9	No
915	Activo	2018-6	2018	F	 26 	2671397	Bogotá	Vinculación Inicial	Primer Trabajo	3	No
916	Activo	2018-7	2018	F	 18 	5802398	Bogotá	Traslado de AFP	Porvenir	5	No
917	Activo	2018-8	2018	F	 19 	4112941	Barranquilla	Traslado de AFP	Porvenir	10	No
918	Activo	2018-9	2018	M	 18 	2780177	Bogotá	Traslado de AFP	Skandia	8	No
919	Activo	2018-10	2018	M	 29 	2662921	Bucaramenga	Traslado de AFP	Skandia	3	No
920	Activo	2018-11	2018	M	 18 	1444556	Bogotá	Traslado de AFP	Porvenir	10	No
921	Activo	2018-12	2018	M	 51 	1936969	Cali	Traslado de AFP	Porvenir	10	Si
922	Activo	2018-1	2018	M	 60 	2397882	Cali	Traslado de AFP	Skandia	10	No
923	Activo	2018-2	2018	F	 18 	2922140	Cartagena	Vinculación Inicial	Primer Trabajo	10	No
924	Activo	2018-3	2018	M	 18 	1300101	Barranquilla	Traslado de AFP	Porvenir	10	No
925	Activo	2018-4	2018	M	 33 	5675132	Bogotá	Traslado de AFP	Protección	10	No
926	Activo	2018-5	2018	F	 21 	4077150	Medellín	Traslado de AFP	Skandia	6	No
927	Activo	2018-6	2018	M	 18 	5086808	Medellín	Traslado de AFP	Porvenir	10	Si
928	Activo	2018-7	2018	M	 62 	1256764	Bucaramenga	Traslado de AFP	Porvenir	6	Si
929	Activo	2018-8	2018	F	 66 	2230922	Barranquilla	Traslado de AFP	Porvenir	7	Si
930	Activo	2018-9	2018	F	 54 	1444556	Bogotá	Traslado de AFP	Porvenir	5	No
931	Activo	2018-10	2018	M	 28 	3139854	Bogotá	Traslado de AFP	Skandia	6	Si
932	Activo	2018-11	2018	M	 30 	2275552	Bogotá	Traslado de AFP	Protección	9	No
933	Activo	2018-12	2018	M	 45 	2863915	Cartagena	Vinculación Inicial	Primer Trabajo	9	No
934	Activo	2018-1	2018	F	 46 	6137148	Medellín	Traslado de AFP	Protección	10	No
935	Activo	2018-2	2018	M	 64 	2181444	Cartagena	Traslado de AFP	Protección	8	No
936	Activo	2018-3	2018	F	 52 	2697119	Bogotá	Traslado de AFP	Porvenir	8	No
937	Activo	2018-4	2018	M	 20 	3991976	Barranquilla	Traslado de AFP	Porvenir	1	Si
938	Activo	2018-5	2018	F	 20 	4585589	Bogotá	Traslado de AFP	Porvenir	6	No
939	Activo	2018-6	2018	F	 21 	4159224	Cartagena	Traslado de AFP	Skandia	10	No
940	Activo	2018-7	2018	F	 47 	3508373	Cartagena	Traslado de AFP	Porvenir	2	No
941	Activo	2018-8	2018	F	 26 	3740658	Cali	Traslado de AFP	Porvenir	7	No
942	Activo	2018-9	2018	M	 25 	1718564	Bogotá	Traslado de AFP	Porvenir	10	Si
943	Activo	2018-10	2018	F	 50 	2715275	Bogotá	Traslado de AFP	Protección	7	No
944	Activo	2018-11	2018	M	 28 	4362669	Bogotá	Traslado de AFP	Porvenir	7	Si
945	Activo	2018-12	2018	F	 39 	1444556	Bogotá	Traslado de AFP	Porvenir	1	No
946	Activo	2018-1	2018	F	 66 	1300101	Barranquilla	Traslado de AFP	Porvenir	10	No
947	Activo	2018-2	2018	M	 43 	1744805	Bogotá	Traslado de AFP	Porvenir	8	No
948	Activo	2018-3	2018	F	 52 	1300101	Barranquilla	Traslado de AFP	Porvenir	9	No
949	Activo	2018-4	2018	F	 28 	1328992	Cali	Traslado de AFP	Porvenir	10	No
950	Activo	2018-5	2018	M	 22 	2505587	Bogotá	Vinculación Inicial	Primer Trabajo	8	No
951	Activo	2018-6	2018	M	 18 	5176953	Bogotá	Traslado de AFP	Porvenir	10	No
952	Activo	2018-7	2018	M	 66 	3896723	Bogotá	Vinculación Inicial	Primer Trabajo	8	No
953	Activo	2018-8	2018	F	 37 	5480135	Bogotá	Traslado de AFP	Porvenir	10	No
954	Activo	2018-9	2018	M	 66 	1256764	Bucaramenga	Traslado de AFP	Porvenir	6	No
955	Activo	2018-10	2018	F	 66 	2055048	Bogotá	Traslado de AFP	Porvenir	9	No
956	Activo	2018-11	2018	M	 66 	4866378	Bogotá	Traslado de AFP	Protección	10	No
957	Activo	2018-12	2018	F	 18 	1271210	Cartagena	Traslado de AFP	Porvenir	10	No
958	Activo	2018-1	2018	M	 56 	2398918	Bogotá	Traslado de AFP	Protección	9	No
959	Activo	2018-2	2018	M	 59 	3252458	Bogotá	Traslado de AFP	Protección	10	No
960	Activo	2018-3	2018	F	 23 	1444556	Bogotá	Traslado de AFP	Porvenir	9	No
961	Activo	2018-4	2018	M	 59 	2556824	Bogotá	Traslado de AFP	Protección	10	No
962	Activo	2018-5	2018	M	 61 	3027574	Cartagena	Traslado de AFP	Porvenir	10	No
963	Activo	2018-6	2018	F	 43 	1423076	Cartagena	Traslado de AFP	Porvenir	10	No
964	Activo	2018-7	2018	F	 42 	4187811	Bogotá	Traslado de AFP	Porvenir	9	No
965	Activo	2018-8	2018	M	 66 	1676375	Medellín	Traslado de AFP	Porvenir	10	No
966	Activo	2018-9	2018	M	 35 	1189968	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
967	Activo	2018-10	2018	F	 23 	5041635	Bogotá	Traslado de AFP	Skandia	10	No
968	Activo	2018-11	2018	M	 26 	4176913	Cartagena	Traslado de AFP	Porvenir	9	No
969	Activo	2018-12	2018	F	 52 	2115501	Bogotá	Traslado de AFP	Porvenir	10	No
970	Activo	2018-1	2018	M	 18 	3573402	Bogotá	Traslado de AFP	Protección	9	No
971	Activo	2018-2	2018	M	 18 	1444556	Bogotá	Traslado de AFP	Porvenir	10	No
972	Activo	2018-3	2018	M	 48 	1049972	Bogotá	Vinculación Inicial	Primer Trabajo	9	No
973	Activo	2018-4	2018	F	 41 	4714039	Barranquilla	Traslado de AFP	Porvenir	8	No
974	Activo	2018-5	2018	F	 66 	2057700	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
975	Activo	2018-6	2018	F	 49 	3394197	Cali	Traslado de AFP	Skandia	10	No
976	Activo	2018-7	2018	M	 27 	2925445	Cali	Traslado de AFP	Skandia	10	No
977	Activo	2018-8	2018	M	 18 	4474093	Bogotá	Traslado de AFP	Porvenir	10	No
978	Activo	2018-9	2018	F	 22 	3360177	Barranquilla	Traslado de AFP	Porvenir	10	Si
979	Activo	2018-10	2018	M	 18 	2060316	Bogotá	Traslado de AFP	Porvenir	10	No
980	Activo	2018-11	2018	M	 41 	1951861	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
981	Activo	2018-12	2018	F	 25 	5561558	Bogotá	Traslado de AFP	Porvenir	10	No
982	Activo	2018-1	2018	M	 45 	1988038	Bogotá	Traslado de AFP	Porvenir	8	No
983	Activo	2018-2	2018	M	 37 	3143935	Bogotá	Vinculación Inicial	Primer Trabajo	9	No
984	Activo	2018-3	2018	M	 41 	1835129	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
985	Activo	2018-4	2018	M	 35 	1444556	Bogotá	Traslado de AFP	Porvenir	9	No
986	Activo	2018-5	2018	M	 28 	2036155	Bogotá	Vinculación Inicial	Primer Trabajo	10	No
987	Activo	2018-6	2018	M	 49 	1444556	Bogotá	Traslado de AFP	Protección	5	No
988	Activo	2018-7	2018	F	 18 	3396436	Bogotá	Traslado de AFP	Porvenir	9	No
989	Activo	2018-8	2018	M	 33 	5148178	Bogotá	Traslado de AFP	Protección	9	No
990	Activo	2018-9	2018	M	 54 	5124441	Bogotá	Traslado de AFP	Porvenir	10	No
991	Activo	2018-10	2018	F	 18 	3087071	Barranquilla	Traslado de AFP	Porvenir	4	No
992	Activo	2018-11	2018	M	 53 	3510790	Medellín	Vinculación Inicial	Primer Trabajo	7	No
993	Activo	2018-12	2018	M	 27 	3208126	Bogotá	Traslado de AFP	Protección	6	No
994	Activo	2018-1	2018	F	 33 	1444556	Bogotá	Traslado de AFP	Protección	7	No
995	Activo	2018-2	2018	M	 49 	3706422	Barranquilla	Traslado de AFP	Porvenir	5	No
996	Activo	2018-3	2018	F	 46 	2191446	Bogotá	Traslado de AFP	Porvenir	6	No
997	Activo	2018-4	2018	M	 42 	1444556	Bogotá	Traslado de AFP	Porvenir	10	Si
998	Activo	2018-5	2018	M	 21 	1926933	Cali	Traslado de AFP	Protección	7	No
999	Activo	2018-6	2018	M	 61 	963038	Bogotá	Vinculación Inicial	Primer Trabajo	5	No
1000	Activo	2018-7	2018	F	 36 	987828	Bogotá	Vinculación Inicial	Primer Trabajo	8	No
1001	Activo	2018-8	2018	F	 40 	1444556	Bogotá	Traslado de AFP	Porvenir	10	No
1002	Activo	2018-9	2018	M	 22 	1444556	Bogotá	Traslado de AFP	Protección	10	No
1003	Activo	2018-10	2018	F	 39 	5255890	Bogotá	Traslado de AFP	Porvenir	6	Si
1004	Activo	2018-11	2018	F	 35 	2224069	Cali	Traslado de AFP	Porvenir	10	No
